"Date","Return","Vol_HAR","VaR_HAR_1","ES_HAR_1","VaR_HAR_5","ES_HAR_5","RV_AMZN"
2022-11-28,0.57809656337,2.0495479052277,-6.39305441211494,-8.44153741301875,-3.86136871570605,-5.75046199865143,4.24075054569244
2022-11-29,-1.6285258115,1.72242289356319,-5.35629918832053,-7.03801274702647,-3.22833422675089,-5.02688043023905,3.14391955203751
2022-11-30,4.4579095435,2.05264215918864,-6.4038234081368,-8.44153741301875,-3.86167704180147,-5.75046199865143,5.84113283149855
2022-12-01,-1.0772736689,1.8903492526276,-5.86640427179582,-7.82072141505455,-3.54332134284789,-5.31404746050337,4.07761449096004
2022-12-02,-1.4345549739,2.2326255700798,-6.95427534550232,-8.55068965488,-4.20437400114315,-6.13498670928772,2.84626459751184
2022-12-05,-3.3145649632,2.02201324492756,-6.28190794406109,-8.10762982643158,-3.799787999121,-5.64603328130811,2.98212107686592
2022-12-06,-3.0326337765,1.87098508609755,-5.80386632604164,-7.65669681965833,-3.50802602009898,-5.2751126793011,3.86276382966126
2022-12-07,0.23796034002,1.85776564746851,-5.76180227644261,-7.65669681965833,-3.4823862947034,-5.23682148223871,4.79957310655983
2022-12-08,2.1365588967,1.97482396367261,-6.13091076305353,-8.009869490845,-3.70772381565001,-5.50410741327625,4.49438004781934
2022-12-09,-1.3945766465,2.07332119916855,-6.440770020429,-8.44153741301875,-3.89647891548518,-5.77782711506522,3.44666342391303
2022-12-12,1.6387922327,2.04010957290825,-6.33633046739226,-8.3193558052,-3.83315839997329,-5.7235143141507,2.67966605813487
2022-12-13,2.1424627277,1.90956209419281,-5.92423606815728,-7.91178937637143,-3.58167652103681,-5.35418062432299,8.87425333165702
2022-12-14,-0.98389015038,1.7999812572644,-5.57841374333897,-7.31469055378621,-3.3687017649245,-5.14456442567857,9.63775803878582
2022-12-15,-3.4177768071,2.56744580390054,-7.99597134283981,-10.58362887028,-4.84671583296523,-6.6431747073907,3.60183126703827
2022-12-16,-0.66704352739,2.68336106356069,-8.36450396500918,-11.144473184725,-5.07050465053307,-6.72173529113415,3.63826299575263
2022-12-19,-3.3462326427,2.0237200945593,-6.28431994136717,-8.10762982643158,-3.80058774771399,-5.64603328130811,3.34055500335412
2022-12-20,0.31794630231,2.02361902407713,-6.28386209547896,-8.10762982643158,-3.80085914411223,-5.64603328130811,4.53327098159713
2022-12-21,1.8546777792,1.99115511397445,-6.18114543354119,-8.10762982643158,-3.73781479418469,-5.54963683069231,3.19726234701685
2022-12-22,-3.4343667166,2.08520113261763,-6.47849892093732,-8.44153741301875,-3.91956722702257,-5.80535702716176,3.64551633767095
2022-12-23,1.7424513666,1.83269172609978,-5.68206812206287,-7.44102855634815,-3.43443766418997,-5.18109042478229,4.71922243632655
2022-12-27,-2.3633156967,1.89286157309106,-5.87128770310436,-7.82072141505455,-3.5498050725428,-5.31404746050337,3.14315972656171
2022-12-28,-1.4691714838,2.04507734799344,-6.35148445391106,-8.3193558052,-3.84331299511707,-5.7235143141507,3.15981912900333
2022-12-29,2.8843803473,1.83708468901592,-5.69630052547443,-7.50860816057308,-3.44317913103706,-5.19946103395263,1.96820828190644
2022-12-30,-0.21382751256,1.82298933164637,-5.65188032418116,-7.44102855634815,-3.41633715597344,-5.14527371737551,2.18661312272559
2023-01-03,2.1666666666,1.62837154647623,-5.03843761073139,-6.68222386038333,-3.04170607985242,-4.66682112674462,5.24193746926487
