"Date","Returns","Sigma2_GARCH","Sigma2_GAS","Sigma2_MSGARCH","RV_AMZN"
2003-02-25,0.4591298024,6.82373126513359,6.89216774350951,6.07521349365933,4.55813314112199
2003-02-26,-1.0968911349,6.70628521867852,6.53081219231576,6.00947233608054,2.35903941264381
2003-02-27,-0.092414745814,6.61575836226291,6.33485920543912,5.99296323266166,8.0275504398263
2003-02-28,1.8038823984,6.50250024172514,5.9895731095713,5.90461939556656,4.97269165711634
2003-03-03,-0.90868133057,6.43727065420025,5.99786873979099,5.93558207443528,5.7920802119114
2003-03-04,2.1091288541,6.34588140398994,5.78767108631124,5.85628151198955,3.44891245859492
2003-03-05,0.67355013671,6.30294050834896,5.90294957702769,5.91553443272744,4.33192192277209
2003-03-06,1.2042839289,6.20088426922243,5.63044375642699,5.77969685797264,5.53975712421335
2003-03-07,1.2340183899,6.11541972847347,5.48526719661174,5.75061052097394,4.09922176701374
2003-03-10,-0.39181608736,6.03305478288833,5.35610562450705,5.71278658780576,3.8141030309748
2003-03-11,-0.43705628404,5.93748211109082,5.09407486812119,5.64439411664392,2.29875704939371
2003-03-12,2.5460926525,5.84502176964202,4.85331957609031,5.59594975818379,4.71801819378409
2003-03-13,4.5376688282,5.84598793014661,5.13202026459198,5.77632433297603,4.40526636850975
2003-03-14,1.1875471222,6.07409942645094,5.86186761130774,7.16309385613509,6.11347741508976
2003-03-17,7.446378878,5.99104900025632,5.69890333144297,5.86087355184332,11.0070770003552
2003-03-18,0.86629550369,6.78669164264768,6.81951746137169,15.1784757988825,4.94568059251877
2003-03-19,-0.89619030987,6.67722195366019,6.52536628364537,6.79014040224316,2.90036266376662
2003-03-20,3.4287860439,6.57970632026236,6.28051132961126,6.34122933923263,5.38711429260552
2003-03-21,1.7486321636,6.6475155942991,6.79297059628449,6.71806991530749,6.65159800791022
2003-03-24,-6.0866478496,6.57582037733901,6.74081543919711,6.40327687488452,5.02088367928939
2003-03-25,2.5543274418,7.11388174780734,7.8521210058221,10.5923612628996,3.67374198510527
2003-03-26,3.1970283368,7.08543506595748,8.03195112631904,7.27832000868763,4.30412395401116
2003-03-27,0.036023878965,7.11660182648269,8.44220965256034,7.12289094759837,3.9900913442303
2003-03-28,-2.1245954011,6.99073217576197,7.96263914498746,6.73429421372194,4.88265357620078
2003-03-31,-4.2310507933,6.95396194447896,8.02076575340737,6.81109991222327,4.76630641872
2003-04-01,-1.8824424057,7.15285519530425,8.80837422910252,7.71496588846939,5.84118981125374
2003-04-02,3.288951508,7.09479453966647,8.7312733518374,6.98532264832485,3.11016388143876
2003-04-03,1.0235044214,7.13530249169108,9.1563173461288,7.16397929427999,4.53504907002925
2003-04-04,-1.6135096111,7.021798657892,8.75074573583106,6.83238038487562,3.29327866633199
2003-04-07,2.2883310343,6.94977435055634,8.5803772579732,6.81794668389729,3.38115297018378
